ID,YEAR,COUNTRY,LATITUDE,LONGITUDE,PRIMARY_MAGNITUDE
5733,2019,INDONESIA,1.6,126.416,7.1
5712,2019,JAPAN,38.646,139.472,6.4
5711,2019,NEW ZEALAND,-30.805,-178.095,7.2
5710,2019,CHILE,-30.055999999999997,-72.082,6.4
5705,2019,PAPUA NEW GUINEA,-4.081,152.569,7.5
5687,2018,VENEZUELA,10.855,-62.883,7.3
5672,2018,HONDURAS,17.474,-83.51899999999999,7.5
5675,2018,PERU,-15.776,-74.744,7.1
5673,2018,USA,56.04600000000001,-149.07299999999998,7.9
5678,2018,USA,19.37,-155.032,6.9
5685,2018,INDONESIA,-8.287,116.45200000000001,6.9
5686,2018,FIJI,-18.178,-178.111,8.2
5688,2018,NEW CALEDONIA,-22.066,170.05,7.1
5689,2018,INDONESIA,-0.17800000000000002,119.84,7.5
5725,2018,NEW CALEDONIA,-21.743000000000002,169.52200000000002,6.5
5690,2018,GREECE,37.506,20.563000000000002,6.8
5698,2018,NEW CALEDONIA,-21.969,169.446,7.5
5654,2017,RUSSIA,54.443000000000005,168.857,7.7
5639,2017,FIJI,-19.373,176.05200000000002,6.9
5642,2017,PAPUA NEW GUINEA,-6.246,155.172,7.9
5647,2017,CHILE,-33.038000000000004,-72.062,6.9
5648,2017,PHILIPPINES,5.504,125.066,6.9
5649,2017,USA,59.852,-136.67700000000002,6.2
5652,2017,GREECE,38.93,26.365,6.3
5670,2017,NEW CALEDONIA,-21.334,168.683,7.0
5655,2017,TURKEY,36.929,27.414,6.6
5658,2017,MEXICO,14.761,-94.103,8.2
5663,2017,NEW CALEDONIA,-21.66,169.203,6.8
5664,2017,NEW CALEDONIA,-21.63,168.88400000000001,6.6
5723,2017,NEW CALEDONIA,-21.638,168.673,6.3
5724,2017,NEW CALEDONIA,-21.503,168.59799999999998,6.6
5613,2016,NEW ZEALAND,-42.736999999999995,173.054,7.8
5598,2016,INDONESIA,-4.952,94.33,7.8
5599,2016,ECUADOR,0.35,-80.16,7.8
5604,2016,NEW CALEDONIA,-22.476999999999997,173.11700000000002,7.2
5605,2016,UK TERRITORY,-55.285,-31.877,7.4
5606,2016,NEW ZEALAND,-37.359,179.146,7.0
5600,2016,VANUATU,-16.043,167.37900000000002,7.0
5618,2016,JAPAN,37.393,141.387,6.9
5630,2016,SOLOMON ISLANDS,-10.681,161.327,7.8
5632,2016,SOLOMON ISLANDS,-10.749,161.132,6.9
5620,2016,NICARAGUA,11.96,-88.835,6.9
5636,2016,PAPUA NEW GUINEA,-4.505,153.52200000000002,7.9
5637,2016,CHILE,-43.516999999999996,-74.391,7.6
5589,2015,SOLOMON ISLANDS,-9.307,158.403,6.7
5580,2015,JAPAN,39.856,142.881,6.7
5582,2015,VANUATU,-16.430999999999997,168.148,6.4
5581,2015,PAPUA NEW GUINEA,-4.729,152.562,7.5
5584,2015,JAPAN,31.529,140.213,5.7
5583,2015,PAPUA NEW GUINEA,-5.462000000000001,151.875,7.5
5588,2015,SOLOMON ISLANDS,-10.401,165.141,7.0
5591,2015,USA,52.214,-169.399,6.9
5590,2015,CHILE,-31.573,-71.67399999999999,8.3
5592,2015,CHILE,-29.46,-72.12,6.9
5593,2015,JAPAN,31.000999999999998,128.873,6.7
5594,2015,GREECE,38.67,20.6,6.5
5722,2015,SOLOMON ISLANDS,-8.899,158.422,6.8
5564,2014,PAPUA NEW GUINEA,-6.755,155.024,7.5
5557,2014,CHILE,-19.61,-70.76899999999999,8.2
5558,2014,CHILE,-20.570999999999998,-70.493,7.7
5559,2014,SOLOMON ISLANDS,-11.27,162.148,7.6
5555,2014,CHILE,-19.965,-70.814,6.7
5560,2014,SOLOMON ISLANDS,-11.463,162.05100000000002,7.4
5563,2014,MEXICO,17.397000000000002,-100.97200000000001,7.2
5575,2014,USA,58.306000000000004,-136.96,6.1
5572,2014,NEW ZEALAND,-29.976999999999997,-177.725,6.9
5571,2014,USA,51.849,178.735,7.9
5574,2014,JAPAN,37.005,142.453,6.5
5577,2014,CHILE,-32.108000000000004,-110.811,7.0
5607,2014,EL SALVADOR,12.526,-88.12299999999999,7.3
5578,2014,INDONESIA,1.893,126.522,7.1
5472,2013,USA,55.393,-134.65200000000002,7.5
5476,2013,SOLOMON ISLANDS,-10.765999999999998,165.114,7.9
5477,2013,SOLOMON ISLANDS,-10.927999999999999,166.018,7.0
5479,2013,RUSSIA,46.221000000000004,150.78799999999998,7.2
5491,2013,NEW ZEALAND,-41.70399999999999,174.33700000000002,6.5
5519,2013,NEW ZEALAND,-41.731,174.02700000000002,6.5
5533,2013,JAPAN,37.2,144.6,7.1
5534,2013,ANTARCTICA,-60.273999999999994,-46.401,7.7
5451,2012,VANUATU,-18.972,168.74099999999999,6.3
5706,2012,VANUATU,-19.125,169.613,6.7
5446,2012,JAPAN,40.887,144.944,6.9
5447,2012,MEXICO,16.493,-98.23100000000001,7.4
5449,2012,INDONESIA,2.327,93.06299999999999,8.6
5450,2012,INDONESIA,0.802,92.463,8.2
5442,2012,VANUATU,-17.827,167.13299999999998,7.0
5462,2012,EL SALVADOR,12.139000000000001,-88.59,7.3
5464,2012,COSTA RICA,10.085,-85.315,7.6
5467,2012,CANADA,52.788000000000004,-132.101,7.7
5468,2012,GUATEMALA,13.988,-91.895,7.3
5469,2012,JAPAN,37.89,143.94899999999998,7.2
5463,2012,PHILIPPINES,10.811,126.63799999999999,7.6
5721,2011,NEW CALEDONIA,-20.244,168.226,6.8
5419,2011,VANUATU,-19.157,168.31099999999998,6.5
5406,2011,CHILE,-36.474000000000004,-73.125,6.8
5407,2011,NEW ZEALAND,-43.583,172.68,6.1
5412,2011,JAPAN,38.435,142.842,7.5
5413,2011,JAPAN,38.297,142.372,9.1
5429,2011,JAPAN,38.275999999999996,141.588,7.1
5432,2011,USA,52.05,-171.83599999999998,7.3
5430,2011,NEW ZEALAND,-29.539,-176.34,7.6
5431,2011,JAPAN,38.034,143.264,7.0
5437,2011,VANUATU,-18.365,168.143,7.1
5436,2011,VANUATU,-18.311,168.218,7.0
5438,2011,USA,52.17100000000001,-171.708,6.8
5439,2011,NEW ZEALAND,-28.993000000000002,-176.238,7.4
4722,2010,CHILE,-34.29,-71.891,6.9
4522,2010,SOLOMON ISLANDS,-8.743,157.477,6.6
4523,2010,SOLOMON ISLANDS,-8.799,157.346,7.1
4542,2010,SOLOMON ISLANDS,-9.019,157.55100000000002,6.8
4622,2010,HAITI,18.457,-72.533,7.0
4782,2010,JAPAN,25.93,128.425,7.0
4682,2010,CHILE,-36.122,-72.898,8.8
4902,2010,INDIA,7.881,91.936,7.5
4763,2010,INDONESIA,2.383,97.04799999999999,7.8
5222,2010,VANUATU,-17.541,168.06900000000002,7.2
5343,2010,USA TERRITORY,12.484000000000002,141.476,6.9
5342,2010,INDONESIA,-3.487,100.08200000000001,7.8
5402,2010,JAPAN,26.901,143.69799999999998,7.4
5403,2010,VANUATU,-19.702,167.947,7.3
5713,2009,GREECE,34.164,25.471,6.4
3647,2009,INDONESIA,-0.414,132.885,7.6
3649,2009,INDONESIA,-0.691,133.305,7.3
3691,2009,RUSSIA,46.857,155.154,7.4
3692,2009,INDONESIA,3.884,126.397,7.2
4312,2009,TONGA,-23.046,-174.65900000000002,7.6
4356,2009,HONDURAS,16.72,-86.236,7.3
4419,2009,INDIA,14.099,92.88799999999999,7.5
4376,2009,NEW ZEALAND,-45.762,166.562,7.8
4418,2009,JAPAN,34.743,138.264,6.4
4482,2009,INDONESIA,-1.479,99.49,6.7
4440,2009,SAMOA,-15.489,-172.095,8.1
4441,2009,INDONESIA,-0.72,99.867,7.5
4442,2009,VANUATU,-13.005999999999998,166.51,7.6
3586,2008,CHINA,31.002,103.322,7.9
3382,2008,INDONESIA,-2.4859999999999998,99.97200000000001,6.5
3505,2008,NEW CALEDONIA,-20.070999999999998,168.892,7.3
3601,2008,VANUATU,-19.941,168.953,6.4
3623,2008,INDONESIA,1.271,122.09100000000001,7.3
3558,2008,JAPAN,37.552,142.214,6.9
3589,2008,JAPAN,41.891999999999996,143.754,6.8
3155,2007,RUSSIA,47.11600000000001,141.798,6.2
3019,2007,RUSSIA,46.243,154.524,8.1
3038,2007,VANUATU,-20.616999999999997,169.357,7.1
3035,2007,JAPAN,37.336,136.588,6.7
3037,2007,SOLOMON ISLANDS,-8.46,157.04399999999998,8.1
3044,2007,CHILE,-45.285,-72.60600000000001,6.2
3104,2007,JAPAN,37.57,138.47799999999998,6.6
3156,2007,USA,51.306999999999995,-179.97099999999998,6.7
3168,2007,PERU,-13.386,-76.60300000000001,8.0
3598,2007,SOLOMON ISLANDS,-11.61,165.762,7.2
3228,2007,INDONESIA,-4.438,101.367,8.4
3248,2007,NEW ZEALAND,-49.418,163.954,7.4
3293,2007,CHILE,-22.247,-69.89,7.7
5441,2007,MARTINIQUE (FRENCH TERRITORY),14.944,-61.273999999999994,7.4
3599,2007,KERMADEC ISLANDS,-25.996,-177.514,7.8
2972,2006,SAMOA,-16.592,-172.033,6.9
2875,2006,INDONESIA,-3.595,127.214,6.7
2832,2006,INDONESIA,-9.254,107.411,7.7
2749,2006,TONGA,-20.187,-174.123,8.0
3017,2006,USA,19.878,-155.935,6.7
3622,2006,CHINA,21.799,120.54700000000001,7.0
3016,2006,RUSSIA,46.592,153.266,8.3
2590,2005,JAPAN,38.107,144.89600000000002,7.0
2548,2005,JAPAN,38.275999999999996,142.039,7.2
2547,2005,USA,41.301,-125.97,7.2
2507,2005,INDONESIA,-1.6440000000000001,99.60700000000001,6.7
2487,2005,INDONESIA,2.085,97.10799999999999,8.6
4802,2005,GUADELOUPE (FRENCH TERRITORY),15.775,-61.744,5.8
2466,2005,JAPAN,34.064,141.491,6.6
3013,2004,INDONESIA,-8.152000000000001,124.868,7.5
2434,2004,INDONESIA,-3.12,127.4,6.7
4562,2004,JORDAN,31.675,35.551,5.3
2436,2004,JAPAN,33.07,136.618,7.2
2437,2004,JAPAN,33.184,137.071,7.4
3012,2004,CANADA,49.277,-128.77200000000002,6.6
3014,2004,AUSTRALIA,-49.312,161.345,8.1
2693,2004,GUADELOUPE (FRENCH TERRITORY),15.679,-61.706,6.3
5517,2004,NEW ZEALAND,-46.676,164.72099999999998,7.1
2921,2004,JAPAN,43.006,145.119,7.0
2439,2004,INDONESIA,3.3160000000000003,95.854,9.1
2953,2003,NEW ZEALAND,-45.104,167.144,7.2
2401,2003,SOLOMON ISLANDS,-10.491,160.77,7.3
2402,2003,MEXICO,18.77,-104.104,7.5
2403,2003,ALGERIA,36.964,3.634,6.8
3618,2003,ALGERIA,36.939,3.5780000000000003,5.7
2406,2003,JAPAN,41.815,143.91,8.3
2428,2003,JAPAN,37.812,142.619,7.0
2429,2003,USA,51.146,178.65,7.8
3015,2003,NEW CALEDONIA,-22.107,169.35,6.1
2396,2002,TAIWAN,24.279,122.179,7.1
2397,2002,VANUATU,-17.6,167.856,7.2
2394,2002,PHILIPPINES,6.0329999999999995,124.249,7.5
2395,2002,JAPAN,23.346,124.09,6.4
2398,2002,PAPUA NEW GUINEA,-3.26,142.94,7.6
2399,2002,INDIA,13.036,93.068,6.5
2400,2002,INDONESIA,-1.757,134.297,7.6
2404,2001,TAIWAN,23.954,122.734,6.8
5609,2001,CANADA,52.63,-132.2,6.1
2373,2001,PERU,-16.265,-73.641,8.4
5444,2001,EL SALVADOR,13.049000000000001,-88.66,7.7
2341,2000,AUSTRALIA,-13.802,97.45299999999999,7.9
2922,2000,GREECE,34.22,25.69,5.5
2338,2000,INDONESIA,-1.105,123.573,7.6
2340,2000,JAPAN,34.221,139.131,6.1
3509,2000,JAPAN,33.900999999999996,139.376,6.5
2352,2000,PAPUA NEW GUINEA,-4.001,152.327,8.0
3508,2000,JAPAN,34.319,139.26,6.1
2339,1999,VANUATU,-16.423,168.21400000000003,7.5
2326,1999,TURKEY,40.76,29.97,7.6
2588,1998,INDONESIA,-2.0709999999999997,124.891,7.7
2281,1998,PAPUA NEW GUINEA,-2.943,142.582,7.0
2280,1998,TAIWAN,22.305999999999997,125.30799999999999,7.5
2587,1998,ANTARCTICA,-62.876999999999995,149.52700000000002,8.1
2277,1997,RUSSIA,54.841,162.035,7.8
2275,1997,TONGA,-22.1,-176.77,7.7
3034,1997,JAPAN,31.959,141.878,6.2
2274,1997,VENEZUELA,10.597999999999999,-63.486000000000004,7.0
2273,1997,SOLOMON ISLANDS,-12.584000000000001,166.676,7.7
2262,1996,MEXICO,15.978,-98.07,7.1
2263,1996,USA,51.56399999999999,-177.632,7.9
2265,1996,JAPAN,31.555,139.931,5.7
2261,1996,PERU,-9.593,-79.587,7.5
2259,1996,INDONESIA,0.7290000000000001,119.931,7.9
2264,1996,USA,51.478,-176.847,7.3
2260,1996,INDONESIA,-0.8909999999999999,136.952,8.2
2266,1996,CHILE,-22.118000000000002,-113.436,6.9
2267,1996,JAPAN,30.568,131.093,6.6
2268,1996,JAPAN,31.885,131.468,6.7
2269,1996,PERU,-14.993,-75.675,7.7
5641,1996,TAIWAN,21.898000000000003,121.49799999999999,6.8
2270,1996,JAPAN,31.789,131.314,6.7
2249,1995,CHILE,-23.34,-70.294,8.0
2236,1995,JAPAN,34.583,135.018,6.9
2240,1995,SAMOA,-15.199000000000002,-173.52900000000002,7.4
2241,1995,PHILIPPINES,12.059000000000001,125.58,7.2
2242,1995,PHILIPPINES,12.047,125.92,6.8
2244,1995,GREECE,40.149,21.695,6.6
2245,1995,INDONESIA,-8.452,125.04899999999999,6.9
2246,1995,NEW CALEDONIA,-23.008000000000003,169.9,7.7
2247,1995,RUSSIA,52.629,142.827,7.1
2248,1995,GREECE,38.400999999999996,22.283,6.5
2250,1995,PAPUA NEW GUINEA,-5.7989999999999995,154.178,7.7
2251,1995,MEXICO,16.779,-98.59700000000001,7.4
2252,1995,MEXICO,19.055,-104.205,8.0
2253,1995,JAPAN,27.929000000000002,130.175,7.1
2254,1995,JAPAN,28.094,130.148,6.8
2255,1995,CHILE,-28.906,-71.417,6.7
2256,1995,EGYPT,28.826,34.799,7.2
2257,1995,RUSSIA,44.663000000000004,149.3,7.9
5576,1994,INDONESIA,-10.777000000000001,113.366,6.5
2223,1994,USA,34.213,-118.537,6.7
2224,1994,INDONESIA,1.015,127.73299999999999,7.0
2225,1994,INDONESIA,-4.967,104.302,6.9
2226,1994,JAPAN,40.608000000000004,143.683,6.4
5428,1994,TAIWAN,23.959,122.448,6.5
2227,1994,INDONESIA,-10.477,112.835,7.8
2592,1994,INDONESIA,-10.362,112.89200000000001,6.6
2235,1994,JAPAN,40.525,143.41899999999998,7.8
2593,1994,INDONESIA,-10.341,113.369,6.1
2230,1994,RUSSIA,43.773,147.321,8.3
2231,1994,INDONESIA,-1.258,127.98,6.8
2232,1994,RUSSIA,43.905,147.916,7.3
2234,1994,PHILIPPINES,13.525,121.06700000000001,7.1
2228,1994,USA,40.402,-125.68,7.0
5515,1993,NEW ZEALAND,-28.886,-176.81900000000002,6.6
2215,1993,JAPAN,37.634,137.245,6.3
5602,1993,WALLIS AND FUTUNA (FRENCH TERRITORY),-14.385,-178.252,6.4
2218,1993,RUSSIA,51.218,157.829,7.5
2220,1993,JAPAN,41.985,139.839,6.3
2219,1993,JAPAN,42.851000000000006,139.197,7.7
2221,1993,USA TERRITORY,12.982000000000001,144.80100000000002,7.8
2222,1993,RUSSIA,51.934,158.64700000000002,7.0
2211,1992,JAPAN,39.419000000000004,143.33,7.0
2207,1992,CHINA,18.0,108.0,3.7
2209,1992,PHILIPPINES,7.191,126.762,7.3
2210,1992,SOLOMON ISLANDS,-11.122,165.239,7.1
2208,1992,USA,40.368,-124.316,7.2
5427,1992,JAPAN,32.536,141.641,6.3
2213,1992,NICARAGUA,11.727,-87.38600000000001,7.7
2214,1992,INDONESIA,-8.48,121.896,7.8
2206,1991,RUSSIA,45.533,151.02100000000002,7.6
2205,1991,SOLOMON ISLANDS,-9.094,158.442,7.2
2202,1991,COSTA RICA,9.685,-83.073,7.6
2201,1991,USA,58.427,-175.45,6.7
2200,1991,RUSSIA,48.268,154.328,5.7
2199,1991,SOLOMON ISLANDS,-9.929,159.139,6.9
2194,1990,USA TERRITORY,15.125,147.596,7.5
5440,1990,PHILIPPINES,9.755,124.694,6.6
2191,1990,JAPAN,34.705999999999996,139.252,6.4
2192,1990,COSTA RICA,9.919,-84.80799999999999,7.0
2198,1990,TAIWAN,23.721999999999998,121.62700000000001,6.3
5703,1990,IRAN,36.957,49.409,7.3
2196,1990,JAPAN,33.266999999999996,138.643,6.5
2197,1990,ITALY,37.3,15.437999999999999,5.3
2189,1989,JAPAN,39.571,143.333,6.5
2185,1989,AUSTRALIA,-52.341,160.56799999999998,8.1
2186,1989,USA,19.362000000000002,-155.083,6.5
2188,1989,USA,37.036,-121.883,6.9
2187,1989,USA,55.543,-156.835,7.1
2919,1989,ALGERIA,36.788000000000004,2.448,5.9
2369,1989,USA TERRITORY,18.986,-68.833,4.4
2190,1989,JAPAN,39.836999999999996,142.76,7.4
2184,1988,SOLOMON ISLANDS,-10.258,160.89600000000002,7.6
2372,1988,BANGLADESH,25.149,95.12700000000001,7.2
2183,1988,PAPUA NEW GUINEA,-5.9639999999999995,148.78,6.8
2182,1988,PHILIPPINES,18.605999999999998,121.01299999999999,5.4
2181,1988,USA,57.262,-142.747,7.8
2180,1988,CHILE,-24.753,-70.433,7.2
2173,1987,VANUATU,-14.074000000000002,167.828,6.7
2167,1987,JAPAN,36.988,141.689,6.7
2168,1987,PAPUA NEW GUINEA,-6.087999999999999,147.689,7.4
2169,1987,CHILE,-24.388,-70.161,7.6
2170,1987,JAPAN,32.034,131.83700000000002,6.7
2171,1987,JAPAN,37.446999999999996,137.865,5.1
2172,1987,SOLOMON ISLANDS,-10.717,162.33,6.3
2177,1987,USA,58.586000000000006,-143.27,7.2
2174,1987,TONGA,-17.94,-172.225,7.3
2175,1987,PAPUA NEW GUINEA,-7.287999999999999,154.371,7.0
2176,1987,PAPUA NEW GUINEA,-6.266,149.06,7.4
2178,1987,INDONESIA,-8.247,124.155,6.6
2179,1987,USA,58.678999999999995,-142.786,7.9
2166,1986,NEW ZEALAND,-28.116999999999997,-176.36700000000002,7.8
2165,1986,USA,52.327,-174.50400000000002,6.4
2164,1986,USA,51.52,-174.77599999999998,8.0
3507,1986,TAIWAN,23.901,121.574,7.8
2163,1985,MEXICO,17.802,-101.647,7.6
2162,1985,MEXICO,18.19,-102.53299999999999,8.0
2161,1985,PAPUA NEW GUINEA,-4.439,152.828,7.3
2160,1985,INDONESIA,-9.245,114.185,6.2
2159,1985,GUADELOUPE (FRENCH TERRITORY),17.012999999999998,-62.448,6.4
2158,1985,CHILE,-33.132,-71.708,8.0
2154,1984,JAPAN,31.448,140.036,5.5
2151,1984,INDONESIA,-2.823,118.806,6.8
2152,1984,GREECE,38.396,22.094,5.4
2153,1984,RUSSIA,44.117,148.192,7.2
2156,1984,JAPAN,34.006,141.5,6.9
2155,1984,JAPAN,32.385999999999996,131.945,7.0
2157,1984,RUSSIA,56.193999999999996,163.46,6.8
2145,1983,JAPAN,41.346000000000004,139.099,6.9
2917,1983,GREECE,38.025999999999996,20.227999999999998,7.2
2141,1983,PAPUA NEW GUINEA,-4.883,153.58100000000002,7.9
2142,1983,JAPAN,40.461999999999996,139.102,7.8
2144,1983,JAPAN,40.249,138.94799999999998,5.9
2140,1983,INDONESIA,-4.056,127.92399999999999,6.9
2146,1983,GREECE,40.141999999999996,24.766,7.0
2148,1983,PHILIPPINES,18.230999999999998,120.86,6.6
2149,1983,CHILE,-26.535,-70.563,7.7
2150,1983,UK TERRITORY,-6.852,72.11,7.7
2147,1983,RUSSIA,55.867,161.287,7.1
2139,1982,JAPAN,33.826,139.434,6.4
2689,1982,INDONESIA,-8.405,123.08,6.0
2137,1982,TONGA,-24.133000000000003,-175.864,7.5
2136,1982,JAPAN,36.194,141.702,7.2
2135,1982,JAPAN,42.158,142.361,6.9
2343,1982,INDONESIA,-9.265,118.479,6.6
2134,1982,INDONESIA,4.374,97.755,5.4
2589,1982,PHILIPPINES,13.752,124.35799999999999,7.1
5417,1981,GREECE,38.209,23.288,6.4
2126,1981,JAPAN,38.64,142.75,6.9
2128,1981,GREECE,38.222,22.934,6.7
2132,1981,MEXICO,18.084,-102.084,7.3
2130,1981,NEW ZEALAND,-48.786,164.357,7.6
2131,1981,SAMOA,-14.96,-173.085,7.7
2916,1980,ALGERIA,36.195,1.354,7.7
2125,1980,SOLOMON ISLANDS,-12.525,165.916,7.9
2124,1980,JAPAN,34.808,139.181,6.2
2123,1980,RUSSIA,43.53,146.753,7.0
4259,1980,PORTUGAL,38.727,-27.75,6.9
2113,1979,MONTENEGRO,42.096000000000004,19.209,6.9
2110,1979,JAPAN,40.232,143.703,6.4
2111,1979,USA,60.691,-141.671,7.5
2112,1979,MEXICO,17.813,-101.27600000000001,7.6
2914,1979,MONTENEGRO,41.956,19.023,5.3
2119,1979,INDONESIA,-1.679,136.04,7.9
2915,1979,GREECE,34.53,24.436999999999998,5.6
2390,1979,VENEZUELA,11.517000000000001,-69.5,5.0
2121,1979,FIJI,-16.76,179.984,6.9
2122,1979,COLOMBIA,1.598,-79.358,7.7
2103,1978,RUSSIA,44.244,148.862,7.6
2096,1978,JAPAN,34.809,139.259,6.6
2097,1978,RUSSIA,44.026,149.002,6.7
2569,1978,RUSSIA,44.14,149.029,6.6
2099,1978,RUSSIA,44.208999999999996,148.971,6.8
2101,1978,RUSSIA,44.931999999999995,148.439,7.5
2105,1978,JAPAN,38.19,142.03,7.7
2106,1978,PHILIPPINES,8.249,122.40299999999999,6.9
2107,1978,GREECE,40.739000000000004,23.229,6.4
2108,1978,TAIWAN,22.281999999999996,121.512,7.4
4277,1978,SPAIN,36.37,-6.98,4.4
2109,1978,MEXICO,16.01,-96.59100000000001,7.8
2090,1977,SOLOMON ISLANDS,-9.965,160.731,8.1
2088,1977,SAMOA,-16.695999999999998,-172.095,7.6
2089,1977,SOLOMON ISLANDS,-9.828,163.32299999999998,6.8
2568,1977,SOLOMON ISLANDS,-9.89,160.34799999999998,7.6
2091,1977,TONGA,-22.878,-175.9,7.2
2093,1977,PAPUA NEW GUINEA,-1.1,146.2,5.5
2094,1977,PAPUA NEW GUINEA,-1.081,146.23,5.5
2095,1977,TONGA,-25.855999999999998,-175.40599999999998,7.2
2092,1977,INDONESIA,-11.085,118.464,8.0
2083,1976,NEW ZEALAND,-28.427,-177.657,8.0
2086,1976,PHILIPPINES,6.292000000000001,124.09,8.0
5669,1976,PANAMA,7.4,-78.1,6.7
2085,1976,GUATEMALA,15.324000000000002,-89.101,7.5
2084,1976,RUSSIA,44.915,149.123,7.0
2076,1975,PAPUA NEW GUINEA,-6.59,155.054,7.9
2074,1975,CHILE,-29.9,-71.3,6.9
2567,1975,ATLANTIC OCEAN,35.997,-17.649,7.7
2075,1975,RUSSIA,43.023999999999994,147.734,7.0
2081,1975,SAMOA,-16.265,-172.467,7.8
2079,1975,PHILIPPINES,12.54,125.993,7.6
2080,1975,USA,19.451,-155.033,7.7
5661,1975,FIJI,-18.672,178.46400000000003,4.9
